text,label,,,
@Lehigh389 @TPEconomy How many Coloradans will need food stamps because of the floods? #Republicansarehypocritesbecause,1,,,
Err:509,1,,,
Does autocorrect just think that 'food' isn't a word bc it fucking changes to good or flood EVERYTIME,1,,,
"ECHO has an unusual request that is indirectly related to the flooding. Because of the floods, the food bank... http://fb.me/6j0sbWoSB ",1,,,
"New @worldrenew_net food assistance project in #SriLanka, providing food for flood-affected communities.",1,,,
#COFLOOD Want to help the flood efforts?  You can donate through https://www.unitedwayfoothills.org/floodrelief .  Pls don't send food/clothes - cash is needed most,0,,,
Come to the Taste of Monarch! This Friday from 3-6. Grab a warm cup of coffee and plenty of other food. All proceeds go to flood relief,1,,,
"Great news, ReSource Boulder is collecting canned goods donations that will go to local food banks to help flood... http://fb.me/Ll7aLQ6H ",0,,,
Pet food/toys will be available @HumaneBoulder the shelter today 9A-7P for flood evacuees. http://bit.ly/bklyn2co  #boulderflood #bklyn2co,0,,,
Food Stamps Vote...Mexico Flood...Pope Comments. These stories and more at 4pm on @NPRATC. http://ow.ly/p21rR ,1,,,
Whirlwind week. The 100 year flood in my hometown. The release of my new book. A spectacular Raw Food Teacher... http://fb.me/6kYSWIdap ,1,,,
"REMINDER: We have food, toys, bedding and other supplies available flood evacuees who need assistance. Please... http://fb.me/2w7RWbLWl ",0,,,
RT @humaneboulder: Pet food/toys will be available @ the shelter ... for flood evacuees who need help. Spread the word! #boulderflood,1,,,
Join our flood support food drive caravan at 3:15 today at #ESForum13 no contribution is too small!,0,,,
"Get home, food on .. Watch Big Bang & then football all evening . Could be worse !!",1,,,
"Well if a flood is a comin, it's great to work for such awesome food brands. Stocked for weeks @Kohnstammpic.twitter.com/RHU9ozoxog",1,,,
"Join us in a fun night of games, free drinks and food to raise funds and awareness to aid Colorado flood victims!
http://sharehappy.eventbrite.com/ ",0,,,
"@MissedinHistory Great Molasses Flood? Food, flooding, and Boston!",1,,,
"Average response time to flood rescue on campus: 7 min. Average response time to Carroll: 3-4 hrs. If you're a vermin, stock up on food.",1,,,
Good news: #COfloodrelief raises more than $1 mln. for flood victims in #CO. Can still help by donating to the Red Cross or food banks.,0,,,
"Chad has faced recurring food crises since the 1970s, due to a combination of climate-related events such as droughts and floods",1,,,
#SF Free beer/wine/food + crazy games 9/27 Happy Hour in SOMA to benefit Colorado flood victims. Spread the word! http://sharehappy.eventbrite.com ,0,,,
"I drove in this flood. Nothing like a warm house, good food, and people I love to come home to. ",0,,,
"""Colorado Floods"" Food For Thought a Good Reason to Ban   Fracking in Michigan.......... http://fb.me/KKOErVcd ",0,,,
Flood relief effort 2nite has been amazing! Thanks & God's blessings to all contributors! Food drive Saturday. #coflood #Lovelandgroceries,0,,,
"It's Chapter 4: Unborn and the last week of @BrandonBaltzley at @ThisIsNotWBK1 hence, my last food porn flood for at least a week",0,,,
#coloradofloodrelief. All funds go to Red Cross flood relief fund or food banks. We will not be bitter-we will be better!!,0,,,
"@PatrickDLyons @BldrRunningCo Thanks man.  Great run with the groups tonight.  Fun run group raised $1200, collected food for flood relief!",0,,,
Yikes RT @scottkleinberg: Total chaos as major floods submerge Acapulco. Hotels ration food as death toll rises. http://trib.in/167KhWb ,0,,,
Total chaos as major floods submerge Acapulco. Hotels ration food as death toll rises. http://trib.in/167KhWb ,1,,,
Flash flood. Flash food would be kind of awesome though.,1,,,
Err:509,1,,,
Err:509,0,,,
Washing machine floods kitchen. Bin bag full of food and nappies splits on me. Why do I deserve this?!?!,1,,,
"Energy security? Food security? Nearly 1,900 wells shut down as floods inundate oil and gas fields in USA http://on.kdvr.com/KndEJ6f  #csg #fail",1,,,
I find it fascinating that people flood instagram with food pictures when I have not eaten a single meal all day.,1,,,
This company is amazing. This Boulder-based food truck is doing their part to help the victims of the floods by... http://fb.me/1XorovnUv ,0,,,
"@Chris79ty @lorenarojas ok, is to assist in the floods that occurred in México to donate food for people and animals",0,,,
Guilt-free pizza? Enjoy a pie at any BeauJo's today and 15% from your tab goes to Red Cross & Food Bank of the Rockies for flood relief,0,,,
ffs its only me that would make microwave food and set the microwave alight and fucking flood the kitchen with smoke.,1,,,
#Gluten free #flood victims asked to identify themselves when coming for food at relief sites.  http://www.glutenfreedee.com/2013/09/the-first-step-tell-us-you-need-gluten-free-food/ …,0,,,
Hundreds Flood Old Pasadena for Charity Food Event http://dlvr.it/3zvtty ,0,,,
"Food for thought: Green buildings are not safer, but safer buildings are Greener :-)

When located in flood, storm, quake, fire impact zone…",0,,,
"Major Flood Devastation Causing Shelter, Food And Water Shortages In Guerrero, Mexico  http://alturl.com/oubgt ",1,,,
Sky news just reported that mayonnaise and chocolate top the list of food aid requested for flood victims in Mexico,1,,,
"How great is this?!!!: The company I work with is donating 2,000 pounds of dog and cat food for flood victims in... http://fb.me/yyA7aum7 ",1,,,
"Ryan Cunningham, owner of Rollin Green Food Truck, gives away food to Colorado flood victims http://bit.ly/14fXAjT pic.twitter.com/Seb6eBFSz9",0,,,
CSU's Food Science and Human Nutrition Extension has a few tips for making sure your food is safe after a flood http://col.st/16cj9P1 ,0,,,
"Day 1 of my flood surveying course complete. Food, tea, revision, football, bed",0,,,
"RT @MarciaHerrin One catch phase is: be afraid of acid rain, war, flood but not food. #AEDchat #aedchat",1,,,
@PittDining obligatory tweet in support of free food for Sutherland West Floor 9....aka group B.,0,,,
"Misread a tweet as ""Terrible foods in Colorado"" & thought, ""Dang! How Insensitive"" what w/ the terrible floods. Oh wait a minute. #EyeExam",1,,,
Every little bit helps! Due to the floods that have occurred in Colorado I have been collecting food… http://instagram.com/p/eXrn_5jn7Q/ ,0,,,
CU Buffs serve food from postponed game Saturday to those affected by floods. http://ow.ly/oWKGy ,0,,,
Do you have a garden that was covered by Flood waters? Wondering if the food is safe to eat?   Have you been out... http://fb.me/Oy6oD2ge ,1,,,
"Thank you all for wanting to make a difference and donate to our Food 4 Flood cause. Thanks in advance! With love!
http://rollingreens.com/#!/?page_id=583 ",0,,,
@calderdale I'm paying DOUBLE council tax due to flood and your bin 'operatives' still can't leave food waste bags as requested.,1,,,
"[2/2]

...either the captain daniel packer inne or the flood tide restaurants in mystic, ct?  romantic scene?  good food?

input welcome!",1,,,
#QSR franchise lobbyists to flood Capitol Hill w/ free food. Like these clowns in Congress don't have it good enough: http://hoh.rollcall.com/franchisees-to-flood-cannon-with-fast-food/ …,0,,,
Happy News: Colorado Chef Providing Food to Flood Victims:  http://bit.ly/1gtaJZh ,0,,,
Colorado Chef Providing Food to Flood Victims http://dlvr.it/3zZKMB  #Happy #News,0,,,
Excited to be on Fox31 at 7:15 and Channel 2 at 7:45 to talk about flood's impact to food & #ag. #COFlood,1,,,
Corporate Franchisees to Flood US Capitol With Fast Food for Fat Cats http://hoh.rollcall.com/franchisees-to-flood-cannon-with-fast-food/ … #UniteBlue #LibCrib #topprog,1,,,
Fuck the people who aren't giving the food & help to the ones who need it in Acapulco suffering from the flood!,1,,,
Spent over 300 tonight for the flood relief centers and those families in need #food #shampoo #deodorant #feelsgreat #helpingsome ,1,,,
Volunteers make good use of food that was going to be used at cancelled Bike Jam: they donated it to flood... http://fb.me/1TV9gjjaG ,1,,,
People from all around helping Colorado flood victims incl. a woman hit by hurricane Sandy & a food truck donating killer food to all. Wow.,0,,,
"Cool, a #foodtruck in Denver is giving away food to flood victims. Another reason to support those local food trucks!",0,,,
"(little 10yo girl interviewed from colorado floods) ""They told us don't worry we have enough food and enough... http://fb.me/2K22525Ol ",1,,,
My cousins in Colorado are trapped in their house due to the flood and are out of food #prayingfortheirsafety,0,,,
".RT @townofned: Info/Flood Recovery Mtg: 9/17 5-7pm at the Comm. Center, access from south. Food served-bring a dish to share. #COFlood",0,,,
"Community Info/Flood Recovery Mtg: 9/17 5-7pm at the Comm. Center, access from south. Food will be served-bring a dish to share, if you can.",0,,,
Food Safety for your munch bugs and other Colorado flood health hazards from The Denver Post. http://fb.me/2CmDZXR4y ,0,,,
Step to Success' Blanket & Food Drive for Flood Victims #constantcontact http://conta.cc/14brdCP ,0,,,
Franchisees to Flood Cannon With Fast Food: Assorted fast-food vendors are scheduled to put out free sample af... http://bit.ly/16dsG9b ,0,,,
"At least 1,000 await rescue in Colorado flood: Food and water are running low in some of the Colorado communities... http://dlvr.it/3zL1wD ",0,,,
Franchisees to Flood Cannon With Fast Food http://dlvr.it/3zKxGZ ,1,,,
"Bring non-perishable food items to 1055 Auraria Pkwy, Ste 200, to donate to the flood victims! Contact janice@nativerank.com for more info!",0,,,
We're very happy to hear our friends at Isabelle Farm did not suffer major flood damage. Local food makes... http://fb.me/1MINwv3IO ,1,,,
Err:509,0,,,
"Smashburger to Serve up Food, Comfort and Electricity to Colorado Flood First Responders | Fort Mill Times - http://www.fortmilltimes.com/2013/09/15/2958138/smashburger-to-serve-up-food-comfort.html …  ^TC",0,,,
"Smashburger to Serve up Food, Comfort and Electricity to Colorado        Flood First Responders: --(BUSINESS W... http://bit.ly/18opbwG ",0,,,
"""Your friend, who currently has no running water due to the floods, likes a fast food restaurant, so you should too""-Sponcered Facebook post",1,,,
"What's happening for families today? @KJDellAntonia filling Special Delivery column—send links! eyeing food stamps, floods, paternity leave",1,,,
"Dad lives in CO & my phone keeps autocorrecting ""flood"" to ""food."" So...I told dad to be careful in all the deadly food stuff.",1,,,
"#franchise #franchisenews Smashburger To Serve Up Food, Comfort And Electricity To Colorado Flood First Respon... http://bit.ly/149z1F8 ",1,,,
"Due to recent floods, 90 M Pakistanis dont have enough food & water,but Pakistani bht zinda dil hain. La Tomatino... http://fb.me/1uPPJIzoC ",1,,,
"Smashburger to Serve up Food, Comfort and Electricity to Colorado Flood First Responders http://ow.ly/2zW0wl ",1,,,
fucking flood. and just when i went out to buy food. ugh,1,,,
"Smashburger to Serve up Food, Comfort and Electricity to Colorado Flood First Responders http://dlvr.it/3zBJ06 ",1,,,
"Smashburger to Serve up Food, Comfort and Electricity to Colorado Flood First Responders http://dlvr.it/3zBDr1 ",1,,,
Help needed for hay delivery to animals stuck in flood: A statewide animal food bank with a chapter in Black... http://dlvr.it/3z6yD9 ,0,,,
"warehouse surrounded by flood. no budget from work or personal pocket. no food, wifi, or vehicle. HELP :'(",1,,,
"Oh, hey, I'm feeling a little better, kept some food down, flood watch lifted....MEMPHIS-SAN ANTONIO GAME 4 ON NBATV OH NO.",0,,,
Stranded @modelojom @jeszaline #heavyrain #flood #instantbonding #bored #palipasoras #cousins #foods… http://instagram.com/p/eTjn16tC18/ ,1,,,
"Next up, Bone Marrow... BOMB  Sorry bout to flood the feed cause the food was so GOOD that they… http://instagram.com/p/eThn28ywUE/ ",1,,,
"Homebound during the floods means 5+ hours in the kitchen - zucchini bread, chicken tacos, meatloaf, potatoes, & lasagna. Come eat food.",1,,,
"Please help those affected by the Colorado flood (prayers, good vibes, money/donations, shelter, food and clothes!) Please RT!",0,,,
"Smashburger to Serve up Food, Comfort and Electricity to Colorado Flood First Responders http://dlvr.it/3z4PBJ  #media",0,,,
"Church released early so we can collect food for flood victims and help clean debris. Needless to say, my kids are a little too thrilled.",0,,,
Donations Are Needed For The Colorado Flood Victims. Shelter Food and Water Are Just a Few Necessiti http://pinterest.com/pin/9429480443273535/ …,0,,,
"""Great job rebuilding after the flood. Excellent decor and quality food at an attractive..."" @ Agolino's: http://4sq.com/145BGzR  #foursquare",0,,,
Pushpa Singh Chauhan women who provided free food to flood affected people in Uttarakhand http://fb.me/2CG06ZAgg ,0,,,
Hi Good Morning & Evening! Shout out: Colorado University using their game food to feed their neighbors effected by the flood. Sundays best!,0,,,
Pushpa Singh Chauhan women who provided free food to flood affected people in Uttarakhand http://fb.me/2kX5lvCD6 ,0,,,
One of the greatest ways you can help flood victims right now is to make sure your local Task Force and Food Bank... http://fb.me/KMq1SnXO ,0,,,
"Pakistan among the food insecure countries in the world, esp internally displaced people due to floods, war against Taliban #StopFoodWastage",0,,,
"Apart frm considering the poor,flood-struck,devastated people in the country,don't the La Tomatina organizers knw tht WASTING FOOD IS WRONG?",1,,,
"Due to recent floods, 90 M Pakistanis dnt have enuf food & water. Bt Pakistani bht zinda dil hain. La Tomatino to bnta hai. #StopFoodWastage",1,,,
I am that girl that gets upset with my cat for puking on my flood but then I put strange food in front of her to see her react,1,,,
Err:509,1,,,
"The floods is threatn'ing
My very life today
gimme shelter
Or I'm gonna fade away
War
children
it's just a shot away
It's just a shot away",1,,,
Sooo the new Bowen cyclone shelter gets cut off when it floods. Brilliant. People of Bowen asking why wasn't this known before being built?,1,,,
"The floods is threat'ning my very life today. Gimme, gimme shelter or I'm gonna fade away.",1,,,
"#7DaysforSyrianRefugees (Friday) Pray for refugee shelter. 14% live in makeshift, informal shelter, often flood prone areas.",1,,,
"The floods is threat'ning my very life today! Gimme, gimme shelter or I'm gonna fade away!",1,,,
lets flood the shelter with calls his puppy should never have been killed by the bitch who is there. Why did they... http://fb.me/SHPtXa4o ,1,,,
"@samsweeney123 you're welcome to join my cushion shelter if you want- top floor so we'll be above flood level. Bring a torch, and a whistle.",0,,,
"@am4i2 Help stop the abuse on animals. Complain , flood them . Evil minded working at the animal shelter in this county.",1,,,
"RT @IOMEPCROAP: IOM Cambodia responds to floods with shelter assistance: 1.7M affected, 120,000 evacuated, 174 dead  @IOM_news @theOFDA",1,,,
"IOM Cambodia responds to floods with shelter assistance: 1.7M affected, 120,000 evacuated, 174 dead  @IOM_news @theOFDA @eu_echo",1,,,
"#ExtremeWeatherAlert issued for Hope. Shelter spaces available at 63030 Flood-Hope Rd. #Hope, #BC",0,,,
#emergency #flood response in #Gaza crippled due #Israel's blockade. 5000 people in temp shelter http://www.maannews.net/eng/ViewDetails.aspx?ID=657051 … #Palestine #BDS,0,,,
"Floods hit #Israel and are harsh but the poor people of #Gaza are feeling it effects far worse, with poor shelter including tent city's",1,,,
The Cats have released a relief shelter at Rasputin's tonight for all affected flood victims from tonight's game. #slootsatsputs,0,,,
flash flood (of my tears bc tests tomorrow) active for kane county,41599.8923611111,1,,
"The floods is threatenin' my very life todayy, gimme, gimme shelter or i'm gonna fade awayy..",1,,,
"Yes. The flood displaced over 500,000 pregnant women. Forcing them to deliver without medical care or shelter.",1,,,
"Italy declares state of emergency as Sardinia flash floods leave 17 dead, hundreds seek emergency shelter @AFP latest http://u.afp.com/SRD ",1,,,
Austin flood center still open despite shelter’s closure: Although the shelter for flood victims h... http://q.gs/54Y5d  #sanantonio,0,,,
Kind of U @Soufax but if I don't ready a TORNADO SHELTER 4myself & I get SuckedUp serves me right FIRES TORNADOES FLOODS @AdamBandt @Greens,1,,,
"Flood Situation: 260 new Relief Camps opened by the State Govt., around 81,000 people  given shelter",1,,,
"Overheard:
""What does that even mean? Take shelter? It's not a flood. Where do you 'take shelter' from a fire?""
#nswfires #bushfires",1,,,
"A boundless and bottomless sea; there is neither harbor for shelter nor flood for anchorage,neither starting point not appointed destination",1,,,
"""Colorado Gov. Hickenlooper: Shutdown Means E. Coli Risk, Sick Kids, No Shelter for Flood Victims"": http://abcnews.go.com/blogs/politics/2013/10/colorado-gov-hickenlooper-shutdown-means-e-coli-risk-sick-kids-no-shelter-for-flood-victims/ … #GOPshutdown",1,,,
"I have a #shelter in the storm, when troubles pour upon me. Though fears are rising like a flood, my soul can rest securely.",0,,,
"@UrgentOhio OMG, this is unbearably cruel. Hope there is a flood of people to this shelter to  #adopt these poor  #babies.  #Ohio",0,,,
#animals Flood ravaged High River animal shelter returns home for the holidays - Calgary Sun http://bit.ly/1lpWarR  #animalrescue,1,,,
Flood ravaged High River animal shelter returns home for the holidays http://q.gs/5HgXB ,1,,,
"The flood is threat'ning
My very life today
Gimme, gimme shelter
#TRS",1,,,
"Our friends at Pitstop need help, a homeless shelter devastated by floods. Needed: fridge/freezers/dishwasher/computers & a clean up crew...",1,,,
"The floods is threat'ning My very life today Gimme, gimme shelter Or I'm gonna fade away ~",1,,,
IM TELLIN THA FLOOD IZ GUNNA RAIN DOWN ON YOU WILL U B ABLE TO SHELTER YURSELF! MORE THAN MUZIK &… http://instagram.com/p/fKMcVcSmWd/ ,1,,,
Atherton High School is being used as a flood shelter,1,,,
"The floods is threat'ning
My very life today
Gimme, gimme shelter
Or I'm gonna fade away",1,,,
New Orleans closing flood gates battening down the hatches Karen on the way in. Lake Pontchartrain expected to flood. Shelter in place,1,,,
"Flood alert time again. Remember how bad it got in Hathian years back? Black Bottom and Devils Pocket on higher ground, get shelter there",1,,,
"It's raining CATS and DOGS! Oh Lord, help & protect our brethren who seek shelter in their meager tents in flood-prone evacuation centers.:(",1,,,
"Beyond the daily flood of spam, here is something to see. This kind of love is waiting for you at your local shelter. pic.twitter.com/yvLprVwZHZ",1,,,
Flood forces evacuation of Winnipeg shelter: Nearly 400 people at a Winnipeg shelter were forced out into the... http://dlvr.it/4VQR7y ,1,,,
Err:509,1,,,
"""@CambrileeJean12: WARNING: flash flood (of my tears bc not going to pass the 11th grade) active for st. george, utah. Seek shelter""",1,,,
"WARNING: flash flood (of my tears bc not going to pass the 11th grade) active for st. george, utah. Seek shelter",1,,,
"""@Oprah_World: Be strong, for it may be stormy now, but it can't rain forever."" The O predicts flood... seek shelter!",1,,,
"""@cerseiIannistr: i get along better with tall people because they can protect and shelter me with their bodies when the great flood comes""",0,,,
"Pit bull overload floods animal shelters, strains rescuers: CHICAGO — At Chicago’s main animal shelter, a pit ... http://bit.ly/1iRsfgi ",1,,,
#NakedandAfraid Russell and Manu's shelter is still holding up even through a sudden flood! Did the other couple build a decent one yet?,1,,,
"How I wish I could provide the flood victims a comfortable shelter. Haih, kesiannya ",0,,,
Anyone who requires shelter following Whitby floods can contact @HolAptsWhitby as they have property free on Skinner Street @gazetteinwhitby,0,,,
A hundred more families had to come to this flood shelter in Kuantan this morning. http://instagram.com/p/hmy8dJpcL_/ ,1,,,
"rape murder, it's just a shot away, it's just a shot away, the flood is threatening, my very life today gimme, gimme shelter",1,,,
"@Roger_Harding @Shelter Congratulations Roger!! So pleased for you, great news!",0,,,
In Far North Region of Cameroon the #RedCross are helping 500 families after flash floods. #shelter #blankets #sleepingmats,0,,,
I was 1 of the info officers assigned to the shelter from the flood last wk. Evacuees were kind and grateful. Many helped. Amazing folks!,0,,,
@mad_piotrowski quick!! Find shelter!! The floods coming!!!! @Tophs5,1,,,
"@austinhumane will not open the shelter Wed as planned. There are 79 animals from the flood, keeping them busy. Open date to be determined.",1,,,
#Hargeisa people being advise 2seek higher ground to avoid floods & avoid travel. Stay indoors and offer shelter to shack owning neighbours,1,,,
the great flood that came down upon noah was caused by god watching clips of sarah mclachlan's animal shelter donation commercials,0,,,
"(via shelter page) This is Shorty, a playful 7 year old Chow mix. She is homeless from the flood. I... http://dlvr.it/4J43mz  #Adopt",1,,,
"“flood waters had engulfed an emergency shelter, drowning all the families inside. bodies floating down the streets” my god",1,,,
These 2 brothers came to the shelter losing their home due to the floods earlier this year. #cats #petadoption http://ow.ly/i/3FIVa ,1,,,
Graland #brownietroop wrote thank you letters to flood relief workers and made pet beds and toys for @DDFL animal shelter. Nice job girls!,0,,,
"Flood Assistance Center (5801 Ainez Dr, 78744) - One-stop-shop for flood victims. Permitting, shelter, vaccines, utilities & more #atxfloods",0,,,
"Please share the dogs.The shelter is jammed packed,So many dogs came in with the rains and floods.The shelter will... http://fb.me/O5ilfAdt ",0,,,
Ok I'm spamming Liam now take shelter and hide from the flood,0,,,
"Oh God please let me be safe in good shelter before the rain starts to pour and flood. 
P.s. Got my best shoes on and don't wanna spoil them",0,,,
@ImTheQ My mom texted frm San Antonio to inform me of floods. Oltorf & S. 1st were closed & there's a shelter down the street. #heavysleeper,0,,,
Shelter boarding pets for evacuees: People forced from the homes because of Thursday morning's floods ... http://q.gs/4zI5p  #austin,0,,,
"RT @LivingSafely: Hurricane force winds, floods and severe rains hit UK. Seek safe shelter, avoid low-lying areas and raging streams.",1,,,
"The flood is threatening, my very life today gimme, gimme shelter, or I'm gonna fade away war, children... http://www.youtube.com/watch?v=6yGFuX2KDQs …",1,,,
"Weather Alert: Hurricane force winds, floods and severe rains hit UK. Seek safe shelter, avoid low-lying areas and raging streams.",1,,,
Err:509,1,,,
I have had to abandon the main shelter due to flooding. Now in the backup tent. Spiders but no flood...yet.,1,,,
Err:509,1,,,
Heavy rains caused massive #floods in central #Cambodia. Families need #shelter. #Habitat appeal. Please RT & donate http://ht.ly/q9Q9x ,1,,,
"@RDATT26 I am ok Sir. But due to floods people staying in low land areas facing probs of shelter , (cont) http://tl.gd/mshshp ",1,,,
"Austin flood center still open, though the shelter has closed http://atxne.ws/1hT5cRD  #atxfloods",1,,,
all the alarms in my dorms went off and told us to seek shelter due to tornado and flash flood warnings #gonnadie #onlyinchicago,1,,,
"“@KVUE: When the Dove Springs shelter closed, an Austin La Quinta provides a place for flood victims to sleep: http://kvue.tv/1bMyHxk ”///",1,,,
Video | Floods leave Western Cape residents cold and without shelter. http://ift.tt/1d6DIpK  http://fb.me/1FzceubkQ ,1,,,
"Good morning Niwot - thank you to everyone who stopped by the Niwot High School Flood Shelter with supplies,... http://fb.me/2KVTqzU9u ",0,,,
Woman one day from due date among those evacuated in Colorado floods. Her water broke as soon as she reached shelter,0,,,
blowing me up at 6:30 am talkin bout making sure I have plenty of water & shelter for the flood... like grandma it's not even raining,0,,,
PLEASE SHARE #COLORADO FLOODS: Adams County Animal Shelter available to displaced residents to leave pets. All Info> http://www.examiner.com/article/foothills-animal-shelter-helps-out-during-colorado-floods …,1,,,
So my grandma was displaced by the floods in CO and is at a shelter. I have two aunts that live within 15 min of her and she is still at,1,,,
A few of the 4-legged Colorado flood evacuees safe & sound at the Adams County Animal Shelter. https://vine.co/v/hnqTT0tiVnX ,1,,,
"Find out who & fire them! @RedCross ""@140elect: Fucked up. Homeless people turned away from Boulder flood shelter. http://www.dailycamera.com/news/boulder/ci_24078909/bridge-house-boulder-homeless-were-turned-away-from …""",1,,,
"While everyone takes shelter and tries to protect their homes in the boulder flood, my brother goes out and indiana jones's all around town",1,,,
"""Homeless people turned away from Boulder flood shelter"" clearly not Boulder's finest hour.http://www.dailycamera.com/news/boulder/ci_24078909/bridge-house-boulder-homeless-were-turned-away-from …",1,,,
Latest post from Lakewood Pet Examiner - Foothills Animal Shelter helps out during Colorado floods http://www.examiner.com/article/foothills-animal-shelter-helps-out-during-colorado-floods … via @examinercom,1,,,
"Great club ride today out  to Chew Valley, managed to avoid the ice, but not the floods!",1,,,
"Flood in the woods! I did a short fatbike ride yesterday evening, and it's quite incredible how wet it's out... http://fb.me/2FA0cCWmV ",1,,,
@getreading Car Stuck in Deep flood Waters at Park and Ride Reading Paul King@Alamy Live News pic.twitter.com/kiw3hzlUP6,1,,,
Brooklands floods. Didn't stop roadrunner @ScottMoves. Nice little ride out with our Christmas scooters.,1,,,
Happy Christmas everyone I took mum for a ride through the floods but not before she dressed me up #embarresedpic.twitter.com/gksF8xfjCN,0,,,
Err:509,0,,,
@rcdl Just looked on BBC site. Are you far enough away from all this? We went to Hampstead for this year's xmas ride - mud instead of floods,0,,,
"I have a ride but I can't go out ,fucking shyt ,everyweh  flood ...damnnnnn",1,,,
"You let men ride over our heads we went through the fire and flood, but you have brought us out into a wealthy place. Psalm 66v12",0,,,
@s_bailey90 well they're on his naughty list then! I'm writing a last minute note to Santa asking for a kayak to ride the floods!,0,,,
"@themanfromicon coming from you mate, that is a HUGE compliment! Your ride today looked epic, so many floods!!!",1,,,
Days like this where a bicycles are as pointless as the people that ride them. Buy a 4x4 it is the only way to deal with floods!,1,,,
"Great Xmas eve ride despite the floods! ""Rising Sun"" Christian Malford looked after us brilliantly. Happy Christmas. pic.twitter.com/cpuxHkkBhi",0,,,
#christmasstarts with a tractor ride through a flood to get to the in-law's farm for me! Very exciting and a little challenging.,0,,,
@Solarbeetle 30 mile apres-storm ride with @SunKingUK this morning. Much fun with floods and fallen branches all around.,0,,,
My amazing boyfriend has helped muck out and sort all the floods and fallen trees so i can ride a couple this afternoon #merrychristmas,0,,,
"Ride to work today. Trees, Floods and chat with a runner and bus. Funny car drivers like bikes when we are helping them #cycling #UKStorm",0,,,
Err:509,1,,,
Err:509,1,,,
"On the delayed train, changed route, incomplete journey and van ride home due to floods, I listened to every single JLS song at least once",1,,,
"My neighbor has decided to let the flood ride apparently. Thanks to a broken line, his side yard is now totally underwater.",1,,,
JTown Flood Victims Benefit Ride! -5c(20F) w/ fresh snow! 200 brave souls! Thx to the Paul's! pic.twitter.com/hhU2c7wx5Y,1,,,
"I just has the most traumatic bike ride of my life: rain, wind, hail, floods, dark, broken brakes, flat tire...",1,,,
Currently getting my boogie board. I'm ready to ride this flood boi #calilife,1,,,
That was NOT a fun ride home from CC! Right in the middle of rushing flood waters and was quite scared in Elletsville! #Godtookcareofus,1,,,
"Peh, lu org purworejo? RT @annissau: A thrilling night ride, flash flood in Purworejo and around. It'll take forever to get home :|",1,,,
Prayin hard that it's going to be a smooth ride. All these news about floods and landslides along the way to my hometown is makin me nervous,1,,,
"untung jogja engga RT @annissau: A thrilling night ride, flash flood in Purworejo and around. It'll take forever to get home :|",1,,,
"A thrilling night ride, flash flood in Purworejo and around. It'll take forever to get home :|",1,,,
A great day to take a ride through Tumbleweed. Look out for the flood! #wdw #magickingdom… http://instagram.com/p/iL6XOFxFRQ/ ,0,,,
Give another ride home? Take another trip down the Transitway? Do another flood at the rink? #whatsthepointanymore?,0,,,
Err:509,1,,,
Bright side of the flood. We've been riding a lot of spots that we don't normally ride! http://instagram.com/p/fMLrBbwJXp/ ,0,,,
There's a flood warning... This should be an interesting ride home,1,,,
One sub-inspector of Dispur capital complex police station taking ride on back of a constable due to flood. pic.twitter.com/pZjS4UPL1S,1,,,
Ran across this Longmont bridge washed out by flood during bike ride. Notice SUV on its side on far left. http://instagram.com/p/fJd1azSypw/ ,1,,,
@CQ1016 some kind of a joy ride =)  btw evacuee numbers increasing.. this time due to the flash flood..,0,,,
Err:509,1,,,
Due to Mother Nature bringing on a small flood the #paintball Zombie Ride ride will be closed for tonight due to... http://fb.me/6kFtXfprA ,1,,,
Due to Mother Nature bringing on a small flood the #paintball Zombie Ride ride will be closed for tonight due to... pic.twitter.com/uqmgEdUOTm,1,,,
Just drove through a huge puddle and for a minute I thought I was on that Flash Flood ride,1,,,
Boulder Flash Flood Fails Motorcyclist Ride http://fb.me/35Zl7pjCq ,1,,,
"@jvargyas55 @RandyGallina and I have to piss badly and flood has to shit, it's an all around horrible ride",1,,,
"i said the same thing .. but you know ironton floods . lol . RT“@EAtMii_NUNNiE: @rest_J6SH , baby they tryna ride it out .”",1,,,
Flash Flood in Boulder takes motorcyclist on a dangerous ride http://www.youtube.com/watch?v=jL32aTbzXWw&feature …,1,,,
Err:509,1,,,
"I've arrived at the train station in #Cornwall. My ride is delayed because of floods. If all else fails, I have wine.",0,,,
@butchymoose flood was my ride home and he fucked me. So now I'm looking for another ride back,1,,,
#bike #ride low lying area - flood risk. Guess that accounts for late night alert. pic.twitter.com/HV1dmecAtX,1,,,
@CastelliCycling and @Ride_Argyle producing special jersey to help Colorado flood victims. http://fb.me/6lIQ7Odak ,1,,,
